Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"427"	"TCF3"	"516.0"	"Literature ChIP-seq,124;ARCHS4 Coexpression,784;ENCODE ChIP-seq,75;Enrichr Queries,1210;ReMap ChIP-seq,95;GTEx Coexpression,808"	"C3,ENTPD5,LPCAT1,S100P,SLC35G1,PITX2"
"gene_set_query"	"428"	"TBX1"	"516.0"	"ARCHS4 Coexpression,953;Enrichr Queries,379;GTEx Coexpression,216"	"C3,CXCL10,PITX2"
"gene_set_query"	"429"	"ANHX"	"516.0"	"ARCHS4 Coexpression,549;GTEx Coexpression,483"	""
"gene_set_query"	"430"	"ESR1"	"516.3"	"Literature ChIP-seq,2;ARCHS4 Coexpression,1146;ENCODE ChIP-seq,43;Enrichr Queries,293;ReMap ChIP-seq,21;GTEx Coexpression,1593"	"SPINK4,CXCL9,NNMT,LPCAT1,ADIRF,GUCA2B,CXCL1,MMP9,C3,CXCL10,ANPEP,IL1B,HSD17B2,GSTA1,SAA1,S100P,HMGCS2,PTGDS,PCK1"
"gene_set_query"	"431"	"SATB1"	"516.5"	"ARCHS4 Coexpression,409;Enrichr Queries,691;ReMap ChIP-seq,10;GTEx Coexpression,956"	"CXCL10,CCL11,NOS2,SELL,CCL2,PI3,CXCL3,PITX2,CXCL5,S100A8"
"gene_set_query"	"432"	"LMX1B"	"517.0"	"ARCHS4 Coexpression,592;Enrichr Queries,559;GTEx Coexpression,400"	"CXCL10,PITX2,SERPINB5"
"gene_set_query"	"433"	"ZNF175"	"517.5"	"ARCHS4 Coexpression,1253;Enrichr Queries,309;ReMap ChIP-seq,48;GTEx Coexpression,460"	"C3,CXCL10,CXCL8,CCL2,S100P,TIMP1,PCK1,CXCL2,ACSF2"
"gene_set_query"	"434"	"SP9"	"518.5"	"ARCHS4 Coexpression,820;GTEx Coexpression,217"	"TMEM158"
"gene_set_query"	"435"	"RARG"	"518.8"	"Literature ChIP-seq,86;ARCHS4 Coexpression,456;Enrichr Queries,1237;GTEx Coexpression,296"	"SERPINB5,S100A8"
"gene_set_query"	"436"	"TP53"	"519.4"	"Literature ChIP-seq,63;ARCHS4 Coexpression,757;Enrichr Queries,387;ReMap ChIP-seq,272;GTEx Coexpression,1118"	"GREM1,IL1B,CCL2,CXCL1,PITX2,MMP9,DUOX2"
"gene_set_query"	"437"	"OVOL2"	"520.3"	"ARCHS4 Coexpression,607;Enrichr Queries,792;ReMap ChIP-seq,295;GTEx Coexpression,387"	"CXCL10,SERPINB5"
"gene_set_query"	"438"	"MAFA"	"520.3"	"ARCHS4 Coexpression,667;Enrichr Queries,620;GTEx Coexpression,274"	"CXCL10,PITX2"
"gene_set_query"	"439"	"PHF21A"	"520.3"	"ARCHS4 Coexpression,78;Enrichr Queries,1161;GTEx Coexpression,322"	"FCGR3A,SELL,MNDA,S100A9"
"gene_set_query"	"440"	"ZNF746"	"520.7"	"ARCHS4 Coexpression,66;Enrichr Queries,1342;GTEx Coexpression,154"	"FCGR3A,SELL,MNDA,S100A9"
"gene_set_query"	"441"	"IRX5"	"520.7"	"ARCHS4 Coexpression,728;Enrichr Queries,450;GTEx Coexpression,384"	"CXCL10,CCL2,PITX2,SERPINB5"
"gene_set_query"	"442"	"TFAP2B"	"521.0"	"ARCHS4 Coexpression,769;Enrichr Queries,376;GTEx Coexpression,418"	"GREM1,CXCL10,PITX2,SERPINB5"
"gene_set_query"	"443"	"POU3F4"	"523.3"	"ARCHS4 Coexpression,662;Enrichr Queries,659;GTEx Coexpression,249"	"CXCL10,TMEM158,PITX2"
"gene_set_query"	"444"	"POU4F3"	"523.7"	"ARCHS4 Coexpression,874;Enrichr Queries,493;GTEx Coexpression,204"	"CXCL10,ADIRF,PITX2"
"gene_set_query"	"445"	"ZNF132"	"524.3"	"ARCHS4 Coexpression,305;Enrichr Queries,334;GTEx Coexpression,934"	"CXCL10,CXCL8,SELL,ANPEP,CCL2"
"gene_set_query"	"446"	"NKX61"	"524.5"	"ARCHS4 Coexpression,491;GTEx Coexpression,558"	"GCG"
"gene_set_query"	"447"	"KDM2B"	"526.0"	"ARCHS4 Coexpression,701;GTEx Coexpression,351"	"SERPINB5"
"gene_set_query"	"448"	"E2F1"	"526.7"	"Literature ChIP-seq,118;ARCHS4 Coexpression,798;ENCODE ChIP-seq,42;Enrichr Queries,1198;ReMap ChIP-seq,249;GTEx Coexpression,755"	"C3,SLC16A1,MMP1,ENTPD5,CCL2,SLC35G1,CXCL2,S100A9,ABCG2"
"gene_set_query"	"449"	"HES4"	"526.7"	"ARCHS4 Coexpression,1351;Enrichr Queries,64;GTEx Coexpression,165"	"CXCL10,CXCL8,TMEM158,CCL20,IL1B,ADIRF,CCL2,CXCL1,TIMP1,CXCL2"
"gene_set_query"	"450"	"HELT"	"528.0"	"ARCHS4 Coexpression,432;Enrichr Queries,719;GTEx Coexpression,433"	"SLC16A1,PITX2,SERPINB5"
"gene_set_query"	"451"	"SMAD4"	"528.2"	"Literature ChIP-seq,42;ARCHS4 Coexpression,523;Enrichr Queries,1167;ReMap ChIP-seq,42;GTEx Coexpression,867"	"PRAC1,REG3A,SLC16A1,REG4,C4BPA,PDZK1IP1,MMP9,CXCL2,TMEM158,IL1B,CHP2,CCL2,UGT2A3,CHI3L1,MNDA,PITX2"
"gene_set_query"	"452"	"FOXE3"	"528.7"	"ARCHS4 Coexpression,825;Enrichr Queries,491;GTEx Coexpression,270"	"CXCL10,PTGDS,PITX2"
"gene_set_query"	"453"	"ZNF257"	"529.3"	"ARCHS4 Coexpression,1131;Enrichr Queries,236;GTEx Coexpression,221"	"CXCL10,CXCL8,MMP1,CCL2,MS4A1,ABCG2"
"gene_set_query"	"454"	"TBX6"	"530.0"	"ARCHS4 Coexpression,803;Enrichr Queries,340;GTEx Coexpression,447"	"C3,CXCL10,S100A9,S100A8"
"gene_set_query"	"455"	"RHOXF1"	"530.0"	"ARCHS4 Coexpression,906;Enrichr Queries,28;GTEx Coexpression,656"	"MMP1,MMP3,CXCL3,CXCL13,OLFM4,MMP9,MMP10,CXCL10,CXCL11,HSD17B2,SAA1,S100P"
"gene_set_query"	"456"	"TBX5"	"531.0"	"Literature ChIP-seq,130;ARCHS4 Coexpression,135;Enrichr Queries,634;GTEx Coexpression,1225"	"GREM1,CXCL10,CXCL1,TIMP1,PITX2"
"gene_set_query"	"457"	"MEF2A"	"531.5"	"Literature ChIP-seq,43;ARCHS4 Coexpression,1166;ENCODE ChIP-seq,37;Enrichr Queries,1283;ReMap ChIP-seq,192;GTEx Coexpression,468"	"SPINK4,SLC16A1,BCL2A1,MMP1,CCL20"
"gene_set_query"	"458"	"ZNF764"	"532.0"	"ARCHS4 Coexpression,597;Enrichr Queries,412;GTEx Coexpression,587"	"CXCL8,CCL2,CXCL2"
"gene_set_query"	"459"	"PPARD"	"533.3"	"Literature ChIP-seq,53;ARCHS4 Coexpression,1328;Enrichr Queries,427;GTEx Coexpression,325"	"CXCL10,IL1B,CCL2,HMGCS2,DUOX2"
"gene_set_query"	"460"	"DMRT1"	"533.8"	"Literature ChIP-seq,114;ARCHS4 Coexpression,684;Enrichr Queries,360;GTEx Coexpression,977"	"CXCL10,ADH4,TMEM158,LPCAT1,PITX2,MMP9,ACSF2"
"gene_set_query"	"461"	"ZNF521"	"534.3"	"ARCHS4 Coexpression,722;Enrichr Queries,262;GTEx Coexpression,619"	"C3,CXCL10,CTSK,CCL2"
"gene_set_query"	"462"	"PRDM5"	"534.5"	"Literature ChIP-seq,123;ARCHS4 Coexpression,248;Enrichr Queries,753;GTEx Coexpression,1014"	"CXCL10,HSD17B2,GSTA1"
"gene_set_query"	"463"	"HMX2"	"535.3"	"ARCHS4 Coexpression,204;Enrichr Queries,500;GTEx Coexpression,902"	"CXCL10,SLC16A1,PITX2,MS4A1"
"gene_set_query"	"464"	"ZNF786"	"537.0"	"ARCHS4 Coexpression,922;Enrichr Queries,350;GTEx Coexpression,339"	"CXCL10,TMEM158,CCL2,SERPINB5"
"gene_set_query"	"465"	"SP7"	"537.0"	"ARCHS4 Coexpression,140;Enrichr Queries,404;GTEx Coexpression,1067"	"CXCL10,CTSK,MMP9"
"gene_set_query"	"466"	"ZNF143"	"539.0"	"ARCHS4 Coexpression,230;ENCODE ChIP-seq,82;Enrichr Queries,1353;ReMap ChIP-seq,173;GTEx Coexpression,857"	"C3,CCL20,CXCL3,MMP9,S100A9,S100A8"
"gene_set_query"	"467"	"ETV4"	"540.0"	"ARCHS4 Coexpression,354;Enrichr Queries,442;ReMap ChIP-seq,55;GTEx Coexpression,1309"	"C3,CXCL10,SLC16A1,CCL20,CCL2,TM4SF5,S100P,TIMP1,PCK1"
"gene_set_query"	"468"	"PRDM15"	"540.0"	"ARCHS4 Coexpression,312;Enrichr Queries,1019;GTEx Coexpression,289"	"MS4A1"
"gene_set_query"	"469"	"ZNF586"	"541.0"	"ARCHS4 Coexpression,239;Enrichr Queries,954;GTEx Coexpression,430"	"BCL2A1,SELL,CXCL2"
"gene_set_query"	"470"	"BARX2"	"541.3"	"ARCHS4 Coexpression,427;Enrichr Queries,229;GTEx Coexpression,968"	"CXCL10,HSD17B2,LCN2,PITX2,MMP9,S100A9"
"gene_set_query"	"471"	"DMRTC2"	"542.3"	"ARCHS4 Coexpression,640;Enrichr Queries,129;GTEx Coexpression,858"	"CXCL10,IL1B,LCN2,CCL2,PITX2,S100A9,S100A8"
"gene_set_query"	"472"	"ZNF274"	"542.3"	"Literature ChIP-seq,146;ARCHS4 Coexpression,772;ENCODE ChIP-seq,77;Enrichr Queries,1120;ReMap ChIP-seq,137;GTEx Coexpression,1002"	"ANPEP,MS4A1"
"gene_set_query"	"473"	"PAX3"	"542.3"	"ARCHS4 Coexpression,599;Enrichr Queries,605;GTEx Coexpression,423"	"GREM1,PITX2"
"gene_set_query"	"474"	"NR4A2"	"542.8"	"Literature ChIP-seq,151;ARCHS4 Coexpression,716;Enrichr Queries,109;GTEx Coexpression,1195"	"C3,CXCL10,CXCL8,IL1B,CCL2,CXCL1,TIMP1,CXCL2"
"gene_set_query"	"475"	"TBP"	"543.4"	"Literature ChIP-seq,143;ARCHS4 Coexpression,1414;ENCODE ChIP-seq,67;ReMap ChIP-seq,234;GTEx Coexpression,859"	"C3,ADH4,UGT2A3,TM4SF5,CXCL2"
"gene_set_query"	"476"	"CTCF"	"543.7"	"Literature ChIP-seq,102;ARCHS4 Coexpression,841;ENCODE ChIP-seq,23;Enrichr Queries,1244;ReMap ChIP-seq,178;GTEx Coexpression,874"	"PRAC1,SLC16A1,NNMT,AQP8,ENTPD5,LPCAT1,MMP9,CXCL2,MMP10,SELL,GSTA1,CHP2,S100P"
"gene_set_query"	"477"	"ZHX2"	"543.8"	"ARCHS4 Coexpression,205;Enrichr Queries,1182;ReMap ChIP-seq,103;GTEx Coexpression,685"	"C3,CASP5,BCL2A1,TM4SF5,S100P"
"gene_set_query"	"478"	"NR2C2"	"544.4"	"ARCHS4 Coexpression,635;ENCODE ChIP-seq,76;Enrichr Queries,1090;ReMap ChIP-seq,222;GTEx Coexpression,699"	"C3,ANPEP,ENTPD5"
"gene_set_query"	"479"	"CTCFL"	"545.6"	"ARCHS4 Coexpression,1055;ENCODE ChIP-seq,62;Enrichr Queries,273;ReMap ChIP-seq,160;GTEx Coexpression,1178"	"CXCL10,NNMT,SLC16A1,S100P,CXCL1,SLC35G1,PTGDS,PCK1,CXCL3,MMP9,CXCL2"
"gene_set_query"	"480"	"FOXF2"	"546.0"	"ARCHS4 Coexpression,690;Enrichr Queries,171;GTEx Coexpression,777"	"GREM1,CXCL10,NNMT,CCL2,CXCL1,PITX2"
"gene_set_query"	"481"	"SP2"	"546.0"	"ARCHS4 Coexpression,753;ENCODE ChIP-seq,104;Enrichr Queries,1223;ReMap ChIP-seq,163;GTEx Coexpression,487"	"C3,ACSF2"
"gene_set_query"	"482"	"THAP10"	"547.0"	"ARCHS4 Coexpression,943;Enrichr Queries,176;GTEx Coexpression,522"	"CXCL10,CXCL8,TMEM158,MMP1,IL1B,CCL2"
"gene_set_query"	"483"	"ZSCAN4"	"547.3"	"ARCHS4 Coexpression,1265;Enrichr Queries,66;GTEx Coexpression,311"	"C3,CXCL6,CXCL10,CXCL8,MMP1,CCL20,CCL2,S100P,PITX2,SERPINB5"
"gene_set_query"	"484"	"HOXA3"	"547.7"	"ARCHS4 Coexpression,115;Enrichr Queries,386;GTEx Coexpression,1142"	"CXCL10,LCN2,SAA1,CCL2,PITX2,PDZK1IP1"
"gene_set_query"	"485"	"KLF13"	"548.0"	"ARCHS4 Coexpression,274;Enrichr Queries,1114;ReMap ChIP-seq,65;GTEx Coexpression,739"	"C3,LCN2,S100P,MNDA,PTGDS"
"gene_set_query"	"486"	"SOX13"	"548.3"	"ARCHS4 Coexpression,669;Enrichr Queries,1236;ReMap ChIP-seq,53;GTEx Coexpression,235"	"C3,CCL20,ADIRF,S100P,PCK1,ACSF2"
"gene_set_query"	"487"	"JUND"	"549.5"	"Literature ChIP-seq,32;ARCHS4 Coexpression,1158;ENCODE ChIP-seq,13;Enrichr Queries,597;ReMap ChIP-seq,221;GTEx Coexpression,1276"	"SPINK4,CCL20,MMP3,LPCAT1,TM4SF5,CXCL3,CXCL2,SERPINB5,C3,TMEM158,RBP2,CTSK,TIMP1,S100A9,ABCG2"
"gene_set_query"	"488"	"ZGPAT"	"549.7"	"ARCHS4 Coexpression,543;Enrichr Queries,995;GTEx Coexpression,111"	"ADH4,CCL2,HMGCS2"
"gene_set_query"	"489"	"JUN"	"550.3"	"Literature ChIP-seq,33;ARCHS4 Coexpression,1576;ENCODE ChIP-seq,19;Enrichr Queries,137;ReMap ChIP-seq,121;GTEx Coexpression,1416"	"REG3A,CXCL8,MMP7,NNMT,CCL11,REG1B,REG1A,OLFM4,CXCL2,MMP10,C3,CXCL10,IL1B,HSD17B2,CCL2,S100P,TIMP1"
"gene_set_query"	"490"	"CEBPZ"	"550.6"	"ARCHS4 Coexpression,419;ENCODE ChIP-seq,49;Enrichr Queries,1132;ReMap ChIP-seq,189;GTEx Coexpression,964"	"C3,SLC16A1,HMGCS2,PCK1"
"gene_set_query"	"491"	"VENTX"	"550.7"	"ARCHS4 Coexpression,1196;Enrichr Queries,32;GTEx Coexpression,424"	"CXCL8,MMP9,CXCL10,SELL,ANPEP,IL1B,CCL2,MNDA,TIMP1,S100A9,S100A8,IDO1"
"gene_set_query"	"492"	"IKZF2"	"550.7"	"ARCHS4 Coexpression,375;Enrichr Queries,703;GTEx Coexpression,574"	"CXCL10,SELL,MS4A1"
"gene_set_query"	"493"	"VAX1"	"554.3"	"ARCHS4 Coexpression,760;Enrichr Queries,728;GTEx Coexpression,175"	"TMEM158,PITX2"
"gene_set_query"	"494"	"BCL11A"	"555.0"	"ARCHS4 Coexpression,1269;ENCODE ChIP-seq,60;Enrichr Queries,870;ReMap ChIP-seq,215;GTEx Coexpression,361"	"CXCL10,LPCAT1,SAA1,MS4A1,SERPINB5"
"gene_set_query"	"495"	"FOXN2"	"555.3"	"ARCHS4 Coexpression,255;Enrichr Queries,1058;GTEx Coexpression,353"	"MNDA"
"gene_set_query"	"496"	"PIN1"	"555.5"	"ARCHS4 Coexpression,584;GTEx Coexpression,527"	""
"gene_set_query"	"497"	"HOXB1"	"555.7"	"ARCHS4 Coexpression,670;Enrichr Queries,563;GTEx Coexpression,434"	"CXCL10,PITX2,SERPINB5"
"gene_set_query"	"498"	"TP73"	"556.0"	"ARCHS4 Coexpression,633;Enrichr Queries,810;GTEx Coexpression,225"	"CXCL10,SERPINB5"
"gene_set_query"	"499"	"POU4F2"	"556.0"	"ARCHS4 Coexpression,550;Enrichr Queries,519;ReMap ChIP-seq,269;GTEx Coexpression,886"	"CXCL10,PITX2"
"gene_set_query"	"500"	"ZNF230"	"556.3"	"ARCHS4 Coexpression,833;Enrichr Queries,698;GTEx Coexpression,138"	"CXCL10,CXCL8,SELL,MNDA"
"gene_set_query"	"501"	"ZNF732"	"556.5"	"ARCHS4 Coexpression,483;GTEx Coexpression,630"	"SLC16A1"
"gene_set_query"	"502"	"SOX7"	"557.7"	"ARCHS4 Coexpression,1096;Enrichr Queries,97;GTEx Coexpression,480"	"C3,CXCL10,IL1B,LCN2,CCL2,TIMP1,S100A9,S100A8"
"gene_set_query"	"503"	"NCOA2"	"558.5"	"ARCHS4 Coexpression,281;Enrichr Queries,1137;ReMap ChIP-seq,49;GTEx Coexpression,767"	"SPINK4,ANPEP,LPCAT1,S100P,MNDA,PTGDS"
"gene_set_query"	"504"	"ESRRG"	"560.3"	"ARCHS4 Coexpression,568;Enrichr Queries,929;GTEx Coexpression,184"	"CXCL10,S100P"
"gene_set_query"	"505"	"CRX"	"561.5"	"Literature ChIP-seq,110;ARCHS4 Coexpression,1487;Enrichr Queries,261;GTEx Coexpression,388"	"C3,ADH4,CXCL10,LPCAT1,CCL2,PITX2"
"gene_set_query"	"506"	"SCML4"	"563.0"	"ARCHS4 Coexpression,304;Enrichr Queries,709;GTEx Coexpression,676"	"CXCL10,SELL"
"gene_set_query"	"507"	"HOXB2"	"563.7"	"ARCHS4 Coexpression,797;Enrichr Queries,136;GTEx Coexpression,758"	"GREM1,CXCL10,NNMT,CCL2,TIMP1,PITX2,MMP9"
"gene_set_query"	"508"	"ZNF304"	"563.7"	"ARCHS4 Coexpression,862;Enrichr Queries,272;GTEx Coexpression,557"	"C3,CXCL10,CXCL8,CCL2"
"gene_set_query"	"509"	"MEIS1"	"564.2"	"Literature ChIP-seq,101;ARCHS4 Coexpression,1281;Enrichr Queries,760;ReMap ChIP-seq,22;GTEx Coexpression,657"	"SPINK4,CXCL10,BCL2A1,MEP1B,IL1B,TM4SF5,CXCL13,OLFM4,CXCL2,MMP9,ABCG2"
"gene_set_query"	"510"	"SATB2"	"564.7"	"ARCHS4 Coexpression,301;Enrichr Queries,1381;GTEx Coexpression,12"	"ENTPD5,HSD17B2,CHP2,UGT2A3,GUCA2B,HMGCS2,SLC35G1"
"gene_set_query"	"511"	"NOBOX"	"565.3"	"ARCHS4 Coexpression,793;Enrichr Queries,208;GTEx Coexpression,695"	"CXCL10,HSD17B2,CCL2,CXCL13,PITX2"
"gene_set_query"	"512"	"ETV6"	"565.8"	"ARCHS4 Coexpression,408;Enrichr Queries,973;ReMap ChIP-seq,147;GTEx Coexpression,735"	"CXCL10,SELL,SAA1,PCK1"
"gene_set_query"	"513"	"SALL2"	"566.0"	"ARCHS4 Coexpression,362;Enrichr Queries,825;GTEx Coexpression,511"	"CXCL10,SLC16A1"
"gene_set_query"	"514"	"CENPS"	"567.0"	"ARCHS4 Coexpression,556;GTEx Coexpression,578"	""
"gene_set_query"	"515"	"ZNF584"	"567.5"	"ARCHS4 Coexpression,707;Enrichr Queries,1022;ReMap ChIP-seq,11;GTEx Coexpression,530"	"CXCL9,CXCL8,RBP2,MNDA,CXCL3,PDZK1IP1,CXCL2,CXCL5"
"gene_set_query"	"516"	"SREBF2"	"567.8"	"Literature ChIP-seq,142;ARCHS4 Coexpression,1407;ENCODE ChIP-seq,114;Enrichr Queries,1115;ReMap ChIP-seq,68;GTEx Coexpression,561"	"C3,LPCAT1,LCN2,PTGDS"
"gene_set_query"	"517"	"TCF23"	"568.3"	"ARCHS4 Coexpression,1514;Enrichr Queries,35;GTEx Coexpression,156"	"AQP8,MMP9,C3,CXCL10,TMEM158,IL1B,LCN2,CCL2,HMGCS2,PCK1,S100A9,S100A8"
"gene_set_query"	"518"	"DMRTA2"	"568.7"	"ARCHS4 Coexpression,708;Enrichr Queries,550;GTEx Coexpression,448"	"GREM1,PITX2,S100A8"
"gene_set_query"	"519"	"CSRNP2"	"569.0"	"ARCHS4 Coexpression,514;GTEx Coexpression,624"	""
"gene_set_query"	"520"	"SOX4"	"569.3"	"ARCHS4 Coexpression,1072;Enrichr Queries,440;GTEx Coexpression,196"	"CXCL10,MMP7,CCL2,TIMP1"
"gene_set_query"	"521"	"ARNT"	"570.0"	"Literature ChIP-seq,141;ARCHS4 Coexpression,545;Enrichr Queries,1365;ReMap ChIP-seq,111;GTEx Coexpression,688"	"C3,S100P,MMP9"
"gene_set_query"	"522"	"MIXL1"	"570.3"	"ARCHS4 Coexpression,949;Enrichr Queries,380;GTEx Coexpression,382"	"CXCL10,CCL2,PITX2,MS4A1"
"gene_set_query"	"523"	"ZNF541"	"571.7"	"ARCHS4 Coexpression,965;Enrichr Queries,140;GTEx Coexpression,610"	"C3,CXCL10,IL1B,LCN2,CCL2,MMP9,S100A9"
"gene_set_query"	"524"	"ZNF165"	"571.8"	"ARCHS4 Coexpression,525;Enrichr Queries,79;ReMap ChIP-seq,291;GTEx Coexpression,1392"	"CXCL10,CXCL8,MMP1,CCL20,IL1B,LCN2,CXCL1,S100P,CXCL2"
"gene_set_query"	"525"	"ZNF684"	"572.3"	"ARCHS4 Coexpression,1133;Enrichr Queries,322;GTEx Coexpression,262"	"ADH4,CXCL10,CXCL8,SLC16A1,CCL2"
"gene_set_query"	"526"	"PAX2"	"572.7"	"ARCHS4 Coexpression,909;Enrichr Queries,751;GTEx Coexpression,58"	"GBA3,PCK1,PDZK1IP1,PITX2"
"gene_set_query"	"527"	"ZNF93"	"573.7"	"ARCHS4 Coexpression,259;Enrichr Queries,681;GTEx Coexpression,781"	"CXCL10,CXCL8,SLC16A1"
"gene_set_query"	"528"	"NRF1"	"574.2"	"ARCHS4 Coexpression,300;ENCODE ChIP-seq,61;Enrichr Queries,1316;ReMap ChIP-seq,247;GTEx Coexpression,947"	"SLC16A1,SELL,ENTPD5,LPCAT1,SLC35G1"
"gene_set_query"	"529"	"ZNF804B"	"574.7"	"ARCHS4 Coexpression,591;Enrichr Queries,801;GTEx Coexpression,332"	"CXCL10,DUOX2"
"gene_set_query"	"530"	"ZBTB42"	"575.5"	"ARCHS4 Coexpression,645;GTEx Coexpression,506"	""
"gene_set_query"	"531"	"MEF2C"	"575.8"	"ARCHS4 Coexpression,1148;ENCODE ChIP-seq,117;Enrichr Queries,534;ReMap ChIP-seq,97;GTEx Coexpression,983"	"CXCL10,CXCL8,MMP7,BCL2A1,CCL2"
"gene_set_query"	"532"	"HSFY2"	"576.0"	"ARCHS4 Coexpression,529;GTEx Coexpression,623"	""
"gene_set_query"	"533"	"E2F4"	"577.0"	"Literature ChIP-seq,131;ARCHS4 Coexpression,512;ENCODE ChIP-seq,54;Enrichr Queries,1074;ReMap ChIP-seq,253;GTEx Coexpression,1438"	"CXCL10,SLC16A1,BCL2A1,CHI3L1,TIMP1,SLC35G1"
"gene_set_query"	"534"	"DNTTIP1"	"577.5"	"ARCHS4 Coexpression,848;GTEx Coexpression,307"	"SELL"
"gene_set_query"	"535"	"MYCN"	"577.8"	"Literature ChIP-seq,45;ARCHS4 Coexpression,494;Enrichr Queries,795;ReMap ChIP-seq,268;GTEx Coexpression,1287"	"CXCL10,SLC16A1,HSD17B2,PITX2"
"gene_set_query"	"536"	"ZNF324B"	"578.5"	"ARCHS4 Coexpression,577;GTEx Coexpression,580"	""
"gene_set_query"	"537"	"ZNF432"	"578.7"	"ARCHS4 Coexpression,1379;Enrichr Queries,301;GTEx Coexpression,56"	"C3,CXCL10,CXCL8,MMP1,AQP8,REG1A,GCG"
"gene_set_query"	"538"	"CPEB1"	"579.0"	"ARCHS4 Coexpression,641;GTEx Coexpression,517"	""
"gene_set_query"	"539"	"GSC"	"579.3"	"ARCHS4 Coexpression,361;Enrichr Queries,244;GTEx Coexpression,1133"	"GREM1,CXCL10,CCL2,PITX2"
"gene_set_query"	"540"	"NPAS4"	"579.7"	"ARCHS4 Coexpression,484;Enrichr Queries,622;GTEx Coexpression,633"	"CXCL10,CCL2,GCG"
"gene_set_query"	"541"	"TET1"	"580.7"	"Literature ChIP-seq,98;ARCHS4 Coexpression,326;GTEx Coexpression,1318"	"SLC16A1,NNMT,CTSK,PTGDS,ACSF2"
"gene_set_query"	"542"	"ZGLP1"	"581.0"	"ARCHS4 Coexpression,247;GTEx Coexpression,915"	"PDZK1IP1"
"gene_set_query"	"543"	"SEBOX"	"584.0"	"ARCHS4 Coexpression,1086;Enrichr Queries,82"	"C3,CXCL10,LCN2,CCL2,HMGCS2,PTGDS,CXCL2,S100A9,S100A8"
"gene_set_query"	"544"	"NANOGP8"	"584.0"	"ARCHS4 Coexpression,437;GTEx Coexpression,731"	"SLC16A1"
"gene_set_query"	"545"	"RARB"	"584.5"	"Literature ChIP-seq,46;ARCHS4 Coexpression,291;Enrichr Queries,535;GTEx Coexpression,1466"	"CXCL10,SLC16A1,HSD17B2,LPCAT1,CCL2,CCL19,PITX2,CXCL2,MMP9,S100A8"
"gene_set_query"	"546"	"NFYA"	"585.0"	"ARCHS4 Coexpression,770;ENCODE ChIP-seq,93;Enrichr Queries,1268;ReMap ChIP-seq,142;GTEx Coexpression,652"	"C3,SLC16A1,ENTPD5,TIMP1"
"gene_set_query"	"547"	"NFE2L3"	"585.7"	"ARCHS4 Coexpression,435;Enrichr Queries,77;GTEx Coexpression,1245"	"C3,CXCL10,CXCL8,SLC16A1,IL1B,CCL2,CXCL1,TIMP1,CXCL2,MMP9"
"gene_set_query"	"548"	"POU2F1"	"586.3"	"ARCHS4 Coexpression,487;Enrichr Queries,1187;ReMap ChIP-seq,79;GTEx Coexpression,592"	"SLC16A1,CASP5,SELL,ENTPD5"
"gene_set_query"	"549"	"SMAD1"	"589.4"	"Literature ChIP-seq,70;ARCHS4 Coexpression,1070;Enrichr Queries,831;ReMap ChIP-seq,116;GTEx Coexpression,860"	"C3,CXCL10,CXCL8,PDZK1IP1,MMP9,MS4A1"
"gene_set_query"	"550"	"DUXA"	"589.7"	"ARCHS4 Coexpression,1306;Enrichr Queries,306;GTEx Coexpression,157"	"C3,CXCL10,ADIRF,PITX2,MS4A1"
"gene_set_query"	"551"	"ADNP2"	"590.3"	"ARCHS4 Coexpression,411;Enrichr Queries,1100;GTEx Coexpression,260"	"SLC16A1,SERPINB5"
"gene_set_query"	"552"	"ZNF415"	"591.0"	"ARCHS4 Coexpression,938;Enrichr Queries,337;GTEx Coexpression,498"	"C3,CXCL10,CXCL8,CCL2"
"gene_set_query"	"553"	"E2F7"	"591.2"	"Literature ChIP-seq,160;ARCHS4 Coexpression,1151;Enrichr Queries,852;ReMap ChIP-seq,285;GTEx Coexpression,508"	"CXCL10"
"gene_set_query"	"554"	"EPAS1"	"592.0"	"ARCHS4 Coexpression,1277;Enrichr Queries,285;ReMap ChIP-seq,152;GTEx Coexpression,654"	"C3,CXCL10,BCL2A1,CCL2,TIMP1,OLFM4"
"gene_set_query"	"555"	"ZNF780A"	"592.7"	"ARCHS4 Coexpression,293;Enrichr Queries,1388;GTEx Coexpression,97"	"SELL,HSD17B2,MNDA"
"gene_set_query"	"556"	"ESRRB"	"595.8"	"Literature ChIP-seq,117;ARCHS4 Coexpression,885;Enrichr Queries,783;GTEx Coexpression,598"	"CXCL11,SLC16A1,PITX2"
"gene_set_query"	"557"	"HMX3"	"596.7"	"ARCHS4 Coexpression,610;Enrichr Queries,723;GTEx Coexpression,457"	"PITX2"
"gene_set_query"	"558"	"DDIT3"	"598.0"	"ARCHS4 Coexpression,1302;Enrichr Queries,188;GTEx Coexpression,304"	"CXCL10,CXCL8,BCL2A1,IL1B,CCL2,TIMP1,CXCL2"
"gene_set_query"	"559"	"ZFP57"	"598.3"	"ARCHS4 Coexpression,485;Enrichr Queries,161;GTEx Coexpression,1149"	"C3,CXCL10,SELL,CCL2,CXCL1,TIMP1,MMP9"
"gene_set_query"	"560"	"KLF11"	"599.7"	"ARCHS4 Coexpression,401;Enrichr Queries,805;GTEx Coexpression,593"	"CXCL10,GCG"
